case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
constitution_ch01,Q07,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0415,,,,,,0,0,,46,1,1,unknown_bare,0,UNKNOWN,"The following edition of The Consitution of the United States of America has been based on many hours of study of a variety of editions, and will include certain variant spellings, punctuation, and captialization as we have been able to reasonable ascertain belonged to the orginal."
constitution_ch01,Q08,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,30,1.0,30,1.0,1.0,1.0,1.0,,,,,,0,0,,30,30,0,attempt,0,"Year by the People of the several States, and the Electors in each State shall have the Qualifications requisite for Electors of the most numerous Branch of the State Legislature.","Year by the People of the several States, and the electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislature."
constitution_ch01,Q09,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,25,1.0,25,1.0,1.0,1.0,1.0,,,,,,0,0,,25,25,0,attempt,0,"Meeting of the Congress of the United States, and within every subsequent Term of ten Years, in such Manner as they shall by Law direct.","Meeting of the Congress of the United States, and within every subsequent Term of ten Years, in such Manner as they shall by law Direct."
constitution_ch01,Q10,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,12,1.0,12,1.0,1.0,1.0,1.0,,,,,,0,0,,12,12,0,attempt,0,they shall be divided as equally as may be into three Classes.,they shall be divided as equally as may be into three Classes.
constitution_ch01,Q11,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,shall preside: And no Person shall be convicted without the Concurrence of two thirds of the Members present.,shall preside: And no Person shall be convicted without the Concurrence of two thirds of the Members present.
constitution_ch01,Q12,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"Meeting shall be on the first Monday in December, unless they shall by Law appoint a different Day.","Meeting shall be on the first Monday in December, unless they shall by law appoint a different Day."
constitution_ch01,Q13,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0412,,,,,,0,0,,44,1,1,unknown_bare,0,UNKNOWN,"to time publish the same, excepting such Parts as may in their Judgment require Secrecy; and the Yeas and Nays of the Members of either House on any question shall, at the Desire of one fifth of those Present, be entered on the Journal."
constitution_ch01,Q21,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,20,1.0,20,1.0,1.0,1.0,0.9902,,,,,,0,0,,20,20,0,attempt,0,The Seats of the Senators of the first Class shall be vacated at the Expiration of the second Year; of,"The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch01,Q22,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"The Seats of the Senators of the first Class shall be vacated at the Expiration of the second Year, of","The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch01,Q23,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"The Seats of the Senators of the first Class shall be vacated at the Expiration of the second Year, of","The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"The Seats of the Senators of the first Class shall be vacated at the Expiration of the second Year, of","The Seats of the Senators of the first Class shall be vacated at the expiration of the second Year, of"
constitution_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,36,1.0,36,1.0,1.0,1.0,1.0,,,,,,0,0,,36,36,0,attempt,0,"their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place.","their Attendance at the Session of their respective Houses, and in going to and returning from the same; and for any Speech or Debate in either House, they shall not be questioned in any other Place."
constitution_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,13,1.0,13,1.0,1.0,1.0,1.0,,,,,,0,0,,13,13,0,attempt,0,but the Senate may propose or concur with Amendments as on other Bills.,but the Senate may propose or concur with Amendments as on other Bills.
constitution_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,36,1.0,36,1.0,1.0,1.0,1.0,,,,,,0,0,,36,36,0,attempt,0,"pass the bill, it shall be sent, together with the objections, to the other house, by which it shall likewise be reconsidered, and if approved by two thirds of that house, it shall become a law.","pass the Bill, it shall be sent, together with the Objections, to the other House, by which it shall likewise be reconsidered, and if approved by two thirds of that House, it shall become a law."
constitution_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,44,1.0,44,1.0,1.0,1.0,1.0,,,,,,0,0,,44,44,0,attempt,0,"Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which Case it shall not be a Law.","Days (Sundays excepted) after it shall have been presented to him, the Same shall be a Law, in like Manner as if he had signed it, unless the Congress by their Adjournment prevent its Return, in which case it shall not be a Law."
constitution_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,to the Census or Enumeration herein before directed to be taken.,to the Census or Enumeration herein before directed to be taken.
constitution_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,26,1.0,26,1.0,1.0,1.0,1.0,,,,,,0,0,,26,26,0,attempt,0,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.,Appropriations made by Law; and a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time.
constitution_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,46,1.0,46,1.0,1.0,1.0,1.0,,,,,,0,0,,46,46,0,attempt,0,"of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility.","of Marque and Reprisal; coin Money; emit Bills of Credit; make any Thing but gold and silver Coin a Tender in Payment of Debts; pass any Bill of Attainder, ex post facto Law, or Law impairing the Obligation of Contracts, or grant any Title of Nobility."
constitution_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,20,1.0,20,1.0,1.0,1.0,0.9955,,,,,,0,0,,20,20,0,attempt,0,Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,20,1.0,20,1.0,1.0,1.0,0.9955,,,,,,0,0,,20,20,0,attempt,0,Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q23,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,20,1.0,20,1.0,1.0,1.0,0.9955,,,,,,0,0,,20,20,0,attempt,0,Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch02,Q24,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,20,1.0,20,1.0,1.0,1.0,0.9955,,,,,,0,0,,20,20,0,attempt,0,Section. 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to,Section 9. The Migration or Importation of such Persons as any of the States now existing shall think proper to
constitution_ch03,Q07,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,43,1.0,43,1.0,1.0,1.0,1.0,,,,,,0,0,,43,43,0,attempt,0,"Tonnage, keep Troops, or Ships of War in Time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of Delay.","Tonnage, keep Troops, or Ships of War in time of Peace, enter into any Agreement or Compact with another State, or with a foreign Power, or engage in War, unless actually invaded, or in such imminent Danger as will not admit of delay."
constitution_ch03,Q08,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,35,1.0,35,1.0,1.0,1.0,1.0,,,,,,0,0,,35,35,0,attempt,0,"and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate.","and of the Number of Votes for each; which List they shall sign and certify, and transmit sealed to the Seat of the Government of the United States, directed to the President of the Senate."
constitution_ch03,Q09,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,39,1.0,39,1.0,1.0,1.0,1.0,,,,,,0,0,,39,39,0,attempt,0,"the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice.","the Representation from each State having one Vote; a Quorum for this Purpose shall consist of a Member or Members from two thirds of the States, and a Majority of all the States shall be necessary to a Choice."
constitution_ch03,Q10,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,11,1.0,11,1.0,1.0,1.0,1.0,,,,,,0,0,,11,11,0,attempt,0,the Senate shall chuse from them by Ballot the Vice President.,the Senate shall chuse from them by Ballot the Vice President.
constitution_ch03,Q11,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,50,1.0,50,1.0,1.0,1.0,1.0,,,,,,0,0,,50,50,0,attempt,0,"United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States.","United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any Person be eligible to that Office who shall not have attained to the Age of thirty five Years, and been fourteen Years a Resident within the United States."
constitution_ch03,Q12,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,"happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next Session.","happen during the Recess of the Senate, by granting Commissions which shall expire at the End of their next session."
constitution_ch03,Q13,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish.","supreme Court, and in such inferior Courts as the Congress may from time to time ordain and establish."
constitution_ch03,Q21,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,16,0.8,16,0.8,0.95,0.95,0.9925,,,,,,0,0,,20,20,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be increased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q22,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,16,0.8,16,0.8,0.95,0.95,0.9925,,,,,,0,0,,20,20,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be increased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q23,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,16,0.8,16,0.8,0.95,0.95,0.9925,,,,,,0,0,,20,20,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be increased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
constitution_ch03,Q24,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,16,0.8,16,0.8,0.95,0.95,0.9925,,,,,,0,0,,20,20,0,attempt,0,"The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be increased nor diminished during","The President shall, at stated Times, receive for his Services, a Compensation, which shall neither be encreased nor diminished during"
gatsby_ch01,Q07,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,15,1.0,15,1.0,1.0,1.0,1.0,,,,,,0,0,,15,15,0,attempt,0,"a reserved way, and I understood that he meant a great deal more than that.","a reserved way, and I understood that he meant a great deal more than that."
gatsby_ch01,Q08,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.,now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business.
gatsby_ch01,Q09,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,19,1.0,19,1.0,1.0,1.0,1.0,,,,,,0,0,,19,19,0,attempt,0,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.,though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.
gatsby_ch01,Q10,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,1,0.1,0.0833,0.0833,0.2897,,,,,,0,0,,10,14,0,attempt,0,"Sorry, I can’t provide that continuation, but I can summarize the requested passage instead.",bound into the house by French windows at either end.
gatsby_ch01,Q11,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,14,0,0,empty,0,,"yawned and with a series of rapid, deft movements stood up into the room."
gatsby_ch01,Q12,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.037,,,,,,0,0,,27,1,1,unknown_bare,0,UNKNOWN,"if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind."
gatsby_ch01,Q13,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,10,0,0,empty,0,,was confused and a little disgusted as I drove away.
gatsby_ch01,Q21,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.098,,,,,,0,0,,20,1,1,unknown_bare,0,UNKNOWN,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q22,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.098,,,,,,0,0,,20,1,1,unknown_bare,0,UNKNOWN,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q23,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,1,0.05,0.0976,0.1463,0.2396,,,,,,0,0,,20,21,0,attempt,0,"She was a slender, small-breasted girl, with an erect carriage, which she accentuated by throwing her body backward at the",Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch01,Q24,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.098,,,,,,0,0,,20,1,1,unknown_bare,0,UNKNOWN,Her host looked at her incredulously. “You are!” He took down his drink as if it were a drop in
gatsby_ch02,Q07,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,14,1.0,14,1.0,0.9333,0.9333,0.9157,,,,,,0,0,,14,16,0,attempt,0,"drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg.","drift endlessly over it, you perceive, after a moment, the eyes of Doctor T."
gatsby_ch02,Q08,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,24,1.0,24,1.0,1.0,1.0,0.9965,,,,,,0,0,,24,24,0,attempt,0,"facet or gleam of beauty, but there was an immediately perceptible vitality about her, as if the nerves of her body were continually smouldering.","facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering."
gatsby_ch02,Q09,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,15,0.5556,15,0.5556,0.4533,0.4533,0.5548,,,,,,0,0,,27,48,1,unknown_explained,0,"time was that afternoon; so everything that happened has a dim, hazy cast over it, though I remember that at the end of the evening Tom Buchanan and Mrs. Wilson stood face to face, discussing in impassioned voices whether Mrs. Wilson had any right to mention Daisy's name.","time was that afternoon; so everything that happened has a dim, hazy cast over it, although until after eight o’clock the apartment was full of cheerful sun."
gatsby_ch02,Q10,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,13,1.0,13,1.0,1.0,1.0,1.0,,,,,,0,0,,13,13,0,attempt,0,"swept into the kitchen, implying that a dozen chefs awaited her orders there.","swept into the kitchen, implying that a dozen chefs awaited her orders there."
gatsby_ch02,Q11,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,46,0,0,empty,0,,"scene—his wife and Catherine scolding and consoling as they stumbled here and there among the crowded furniture with articles of aid, and the despairing figure on the couch, bleeding fluently, and trying to spread a copy of Town Tattle over the tapestry scenes of Versailles."
gatsby_ch02,Q12,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,1,18,1.0,18,1.0,1.0,1.0,1.0,,,,,,0,0,,18,18,0,attempt,0,"and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher.","and now the orchestra is playing yellow cocktail music, and the opera of voices pitches a key higher."
gatsby_ch02,Q13,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0795,,,,,,0,0,,30,1,1,unknown_bare,0,UNKNOWN,"when Jordan Baker came out of the house and stood at the head of the marble steps, leaning a little backward and looking with contemptuous interest down into the garden."
gatsby_ch02,Q21,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
gatsby_ch02,Q22,D,pre_cutoff,1800-01-01,control,positive,openai/gpt-5,1800-01-01,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,0,0,,20,0,0,empty,0,,"We went by way of Marseilles. We had over twelve hundred dollars when we started, but we got gyped out"
