case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,recall,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q01,A,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,recalled,0,5,1.0,5,1.0,0.7143,0.7143,0.7317,,,,,,0,0,,5,9,0,attempt,0,United States Court of Appeals for the Sixth Circuit,United States Court of Appeals
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q02,A,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,recalled,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,attempt,0,2013,2014
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q04,A,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,recalled,0,0,0.0,0,0.0,0.0,0.0,0.2727,,,,,,0,0,,3,3,0,attempt,0,"July 2, 2013",2014-05-06
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q07,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,0,0.0,0,0.0,0.0,0.0,0.1508,,,,,,0,0,,22,6,0,attempt,0,"""Bagutti, and Beat Stocker, Defendants-Appellees.""","SUTER, WALTER STUERZINGER, RAMESH SINGH, HUW JENKINS, JAMES STEHLI, JOHN COSTAS, MICHAEL HUTCHINS, DEUTSCHE BANK AG, BNP PARIBAS, CREDIT SUISSE, J.P."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q08,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,2,0.0769,2,0.0769,0.2745,0.3529,0.3715,,,,,,0,0,,26,25,0,attempt,0,"""we consider whether the City of Pontiac Retirement System, a municipal pension fund, may pursue claims under the Securities Act of 1933 against various defendants""","we consider, as a matter of first impression, whether the bar on extraterritorial application of the United States securities laws, as set forth in Morrison v."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q09,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,0,0.0,1,0.0417,0.0784,0.1569,0.2632,,,,,,0,0,,24,27,0,attempt,0,"""does not unambiguously express an intent to confer standing, it is sufficient to create a 'serious possibility' of standing, and thus satisfies the 'plausibility' standard of Iqbal.""","which appears in Morrison and its progeny, taken in isolation, supports plaintiffs’ view, the “listing theory” is irreconcilable with Morrison read as a whole."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q10,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,0,0.0,1,0.0417,0.0333,0.0667,0.2693,,,,,,0,0,,24,36,0,attempt,0,"Value Master Fund Ltd. v. Ficeto, 677 F.3d 60, 72 (2d Cir. 2012), which held that a complaint's ""vague and conclusory allegations"" of a ""scheme"" are insufficient to state a claim under Section 10(b).","in its briefs on appeal, and does not raise different or additional facts that would have established that the transactions in question were domestic."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q11,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,1,0.0588,1,0.0588,0.1429,0.1429,0.3558,,,,,,0,0,,17,11,0,attempt,0,"""no meaningful distinction between the two types of certificates,"" we disagree.","no requirement under the Securities Act that a complaint specifically identify each misrepresentation in the Offering Materials,”"
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q12,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,,0,0,0.0,1,0.0556,0.0606,0.0606,0.2969,,,,,,0,0,,18,15,0,attempt,0,"""actionable misrepresentations because they were made with scienter, i.e., with knowledge of their falsity""",material “[b]ecause [UBS] represented that the avoidance of asset concentrations was vital to [its] business and success.”
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q13,D,pre_cutoff,2014-05-06,federal,circuit,meta-llama/llama-3.1-70b-instruct,2023-12-31,recalled,0,0,0.0,1,0.0476,0.0952,0.1429,0.2656,,,,,,0,0,,21,21,0,attempt,0,"""a fraudulent scheme to pay excessive interest rates on the swaps, and that Defendants knew or should have known about it.""","uncertainty and disagreement within UBS and in the market at large, about the valuation and risk exposure of mortgage‐related assets."
