case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,recall,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q01,A,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,recalled,0,0,0.0,5,1.0,0.6667,0.6667,0.6897,,,,,,0,0,,5,10,0,attempt,0,The United States Court of Appeals for the Second Circuit,United States Court of Appeals
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q02,A,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,recalled,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,attempt,0,2014,2014
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q04,A,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,recalled,0,0,0.0,1,0.3333,0.3333,0.3333,0.381,,,,,,0,0,,3,3,0,attempt,0,"May 6, 2014",2014-05-06
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q07,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,3,0.1364,3,0.1364,0.359,0.4615,0.4965,,,,,,0,0,,22,17,0,attempt,0,"SUTER, WALTER STUERZINGER, PETER WUFFLI, CLIVE STANDISH, HUW JENKINS, DAVID MARTIN, RAMESH SINGH, JAMES STEHLI, Defendants–Appellees.","SUTER, WALTER STUERZINGER, RAMESH SINGH, HUW JENKINS, JAMES STEHLI, JOHN COSTAS, MICHAEL HUTCHINS, DEUTSCHE BANK AG, BNP PARIBAS, CREDIT SUISSE, J.P."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q08,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,2,0.0769,12,0.4615,0.6909,0.6909,0.7457,,,,,,0,0,,26,29,0,attempt,0,"we consider, principally, whether the bar on extraterritorial application of the United States securities laws, set forth in Morrison v. National Australia Bank Ltd., 561 U.S. 247 (2010),","we consider, as a matter of first impression, whether the bar on extraterritorial application of the United States securities laws, as set forth in Morrison v."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q09,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,0,0.0,17,0.7083,0.8293,0.8293,0.8436,,,,,,0,0,,24,17,0,attempt,0,"taken in isolation, supports plaintiffs' view, the ""listing theory"" is irreconcilable with Morrison read as a whole.","which appears in Morrison and its progeny, taken in isolation, supports plaintiffs’ view, the “listing theory” is irreconcilable with Morrison read as a whole."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q10,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,0,0.0,1,0.0417,0.0755,0.2642,0.3172,,,,,,0,0,,24,29,0,attempt,0,to argue that its purchase of UBS shares was a domestic transaction because it placed a buy order in the United States that was executed on a foreign exchange.,"in its briefs on appeal, and does not raise different or additional facts that would have established that the transactions in question were domestic."
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q11,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,1,0.0588,1,0.0588,0.15,0.2,0.1886,,,,,,0,0,,17,23,0,attempt,0,"no indication that the Morrison Court considered the fact of dual listings,"" we conclude that Morrison's emphasis on transactions forecloses plaintiffs' listing theory.","no requirement under the Securities Act that a complaint specifically identify each misrepresentation in the Offering Materials,”"
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q12,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,0,0.0,1,0.0556,0.1081,0.1622,0.3033,,,,,,0,0,,18,19,0,attempt,0,"actionable misrepresentations because, at the time the statements were made, UBS was not, in fact, complying with the law.",material “[b]ecause [UBS] represented that the avoidance of asset concentrations was vital to [its] business and success.”
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q13,D,pre_cutoff,2014-05-06,federal,circuit,anthropic/claude-fable-5,2026-01-31,inferred,0,0,0.0,1,0.0476,0.1333,0.1333,0.4399,,,,,,0,0,,21,24,0,attempt,0,"widespread internal disagreement with UBS's valuations, but they have not alleged that defendants did not believe those valuations at the time they were made.","uncertainty and disagreement within UBS and in the market at large, about the valuation and risk exposure of mortgage‐related assets."
