case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-38.245379,-3.824538,0.02182852,-10.809429,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,13,-41.252164,-3.173243,0.04186759,-10.809429,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,13,-41.252164,-3.173243,0.04186759,-10.809429,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,13,-41.252164,-3.173243,0.04186759,-10.809429,1,4,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-35.419641,-3.541964,0.0289564,-7.13821,1,6,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,13,-42.155566,-3.242736,0.03905689,-7.13821,1,6,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,13,-42.155566,-3.242736,0.03905689,-7.13821,1,6,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,13,-42.155566,-3.242736,0.03905689,-7.13821,1,6,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-31.444063,-3.144406,0.0430925,-10.399555,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,13,-36.31009,-2.793084,0.06123209,-10.399555,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,13,-36.31009,-2.793084,0.06123209,-10.399555,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,13,-36.31009,-2.793084,0.06123209,-10.399555,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-18.949837,-1.894984,0.15032078,-8.349405,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,14,-22.002913,-1.571637,0.20770497,-8.349405,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,14,-22.002913,-1.571637,0.20770497,-8.349405,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,14,-22.002913,-1.571637,0.20770497,-8.349405,1,0,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-0.423914,-0.042391,0.95849454,-0.211288,0,3,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,13,-0.669832,-0.051526,0.94977943,-0.211288,0,3,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,13,-0.669832,-0.051526,0.94977943,-0.211288,0,3,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,15,13,-0.669832,-0.051526,0.94977943,-0.211288,0,3,
constitution_ch03,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-4.74712,-0.474712,0.62206421,-2.578231,0,5,
constitution_ch03,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,14,-7.986434,-0.57046,0.56526562,-2.578231,0,5,
constitution_ch03,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,14,-7.986434,-0.57046,0.56526562,-2.578231,0,5,
constitution_ch03,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,14,-7.986434,-0.57046,0.56526562,-2.578231,0,5,
gatsby_ch01,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-34.571677,-3.457168,0.03151891,-8.149325,1,1,
gatsby_ch01,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,11,-35.897323,-3.263393,0.03825837,-8.149325,1,1,
gatsby_ch01,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,11,-35.897323,-3.263393,0.03825837,-8.149325,1,1,
gatsby_ch01,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,11,-35.897323,-3.263393,0.03825837,-8.149325,1,1,
gatsby_ch04,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-29.602107,-2.960211,0.051808,-8.307129,1,2,
gatsby_ch04,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,11,-30.387117,-2.762465,0.06313593,-8.307129,1,2,
gatsby_ch04,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,11,-30.387117,-2.762465,0.06313593,-8.307129,1,2,
gatsby_ch04,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,11,-30.387117,-2.762465,0.06313593,-8.307129,1,2,
gatsby_shuf_ch07,Q11,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-69.508428,-6.950843,0.00095783,-11.183248,4,6,
gatsby_shuf_ch07,Q11,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,12,-79.32726,-6.610605,0.00134602,-11.183248,5,6,
gatsby_shuf_ch07,Q11,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,12,-79.32726,-6.610605,0.00134602,-11.183248,5,6,
gatsby_shuf_ch07,Q11,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,12,-79.32726,-6.610605,0.00134602,-11.183248,5,6,
constitution_ch02,Q08,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-0.115544,-0.011554,0.98851206,-0.033042,0,0,
constitution_ch02,Q08,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,15,-1.637635,-0.109176,0.89657289,-1.488895,0,14,
constitution_ch02,Q08,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,15,-1.637635,-0.109176,0.89657289,-1.488895,0,14,
constitution_ch02,Q08,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,15,-1.637635,-0.109176,0.89657289,-1.488895,0,14,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-19.337895,-1.933789,0.1445992,-4.783168,0,0,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,11,-19.699406,-1.790855,0.16681747,-4.783168,0,0,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,11,-19.699406,-1.790855,0.16681747,-4.783168,0,0,
gatsby_ch01,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,11,-19.699406,-1.790855,0.16681747,-4.783168,0,0,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-40.202584,-4.020258,0.01794833,-7.573952,2,5,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,21,-81.405639,-3.876459,0.02072408,-10.949442,4,10,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,21,-81.405639,-3.876459,0.02072408,-10.949442,4,10,
gatsby_ch04,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,21,-81.405639,-3.876459,0.02072408,-10.949442,4,10,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-37.941162,-3.794116,0.02250279,-11.206818,1,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,15,-54.799389,-3.653293,0.02590569,-11.206818,2,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,15,-54.799389,-3.653293,0.02590569,-11.206818,2,0,
gatsby_ch08,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,15,-54.799389,-3.653293,0.02590569,-11.206818,2,0,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-19.393992,-1.939399,0.14379031,-9.475423,1,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,22,-24.756142,-1.125279,0.32456184,-9.475423,1,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,22,-24.756142,-1.125279,0.32456184,-9.475423,1,1,
constitution_ch01,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,22,-24.756142,-1.125279,0.32456184,-9.475423,1,1,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-0.37788,-0.037788,0.9629171,-0.139974,0,4,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,12,-1.890644,-0.157554,0.85423099,-1.505672,0,11,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,12,-1.890644,-0.157554,0.85423099,-1.505672,0,11,
constitution_ch02,Q11,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,12,-1.890644,-0.157554,0.85423099,-1.505672,0,11,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-36.397934,-3.639793,0.02625777,-9.420783,1,0,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,14,-43.493276,-3.106663,0.04475006,-9.420783,1,0,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,14,-43.493276,-3.106663,0.04475006,-9.420783,1,0,
gatsby_ch04,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,14,-43.493276,-3.106663,0.04475006,-9.420783,1,0,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-26.851389,-2.685139,0.06821172,-12.256357,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,23,-27.563965,-1.198433,0.30166648,-12.256357,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,23,-27.563965,-1.198433,0.30166648,-12.256357,1,5,
constitution_ch02,Q21,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,23,-27.563965,-1.198433,0.30166648,-12.256357,1,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-41.290226,-4.129023,0.01609861,-8.500496,3,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,15,-51.60289,-3.440193,0.03205851,-8.500496,3,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,15,-51.60289,-3.440193,0.03205851,-8.500496,3,5,
gatsby_ch02,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,15,-51.60289,-3.440193,0.03205851,-8.500496,3,5,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-28.378622,-2.837862,0.0585507,-8.119153,1,1,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,14,-35.999673,-2.571405,0.07642807,-8.119153,1,1,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,14,-35.999673,-2.571405,0.07642807,-8.119153,1,1,
gatsby_ch07,Q08,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,14,-35.999673,-2.571405,0.07642807,-8.119153,1,1,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-28.882103,-2.88821,0.05567576,-10.270164,1,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,18,-57.1285,-3.173806,0.04184406,-10.270164,4,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,18,-57.1285,-3.173806,0.04184406,-10.270164,4,8,
gatsby_ch08,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,18,-57.1285,-3.173806,0.04184406,-10.270164,4,8,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-21.345647,-2.134565,0.11829607,-6.893283,0,4,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,18,-44.114835,-2.450824,0.0862225,-10.029184,1,10,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,18,-44.114835,-2.450824,0.0862225,-10.029184,1,10,
gatsby_ch08,Q12,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,18,-44.114835,-2.450824,0.0862225,-10.029184,1,10,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-12.716497,-1.27165,0.28036872,-3.93365,0,2,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,18,-21.764142,-1.209119,0.29846011,-3.93365,0,2,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,18,-21.764142,-1.209119,0.29846011,-3.93365,0,2,
gatsby_ch02,Q07,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,18,-21.764142,-1.209119,0.29846011,-3.93365,0,2,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-59.836457,-5.983646,0.00251962,-12.652563,4,8,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,24,-97.158798,-4.048283,0.01745231,-12.652563,6,8,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,24,-97.158798,-4.048283,0.01745231,-12.652563,6,8,
gatsby_ch03,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,24,-97.158798,-4.048283,0.01745231,-12.652563,6,8,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-44.935719,-4.493572,0.01118064,-8.10913,3,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,16,-56.125148,-3.507822,0.02996211,-8.10913,3,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,16,-56.125148,-3.507822,0.02996211,-8.10913,3,5,
gatsby_ch05,Q10,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,16,-56.125148,-3.507822,0.02996211,-8.10913,3,5,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-63.179197,-6.31792,0.00180369,-10.841347,3,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,16,-100.936822,-6.308551,0.00182067,-10.841347,5,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,16,-100.936822,-6.308551,0.00182067,-10.841347,5,0,
gatsby_shuf_ch03,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,16,-100.936822,-6.308551,0.00182067,-10.841347,5,0,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-78.638039,-7.863804,0.00038441,-11.258141,7,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,18,-136.052288,-7.55846,0.00052168,-11.258141,12,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,18,-136.052288,-7.55846,0.00052168,-11.258141,12,1,
gatsby_shuf_ch05,Q09,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,18,-136.052288,-7.55846,0.00052168,-11.258141,12,1,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-77.463049,-7.746305,0.00043234,-10.34054,8,1,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,18,-132.73495,-7.374164,0.00062725,-11.767339,11,12,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,18,-132.73495,-7.374164,0.00062725,-11.767339,11,12,
gatsby_shuf_ch05,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,18,-132.73495,-7.374164,0.00062725,-11.767339,11,12,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-68.141525,-6.814153,0.00109812,-12.162777,4,3,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,18,-118.513394,-6.584077,0.0013822,-12.162777,7,3,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,18,-118.513394,-6.584077,0.0013822,-12.162777,7,3,
gatsby_shuf_ch06,Q08,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,18,-118.513394,-6.584077,0.0013822,-12.162777,7,3,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-61.183944,-6.118394,0.00220199,-10.174599,5,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,15,-84.89039,-5.659359,0.00348475,-10.174599,5,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,15,-84.89039,-5.659359,0.00348475,-10.174599,5,0,
gatsby_shuf_ch07,Q12,gatsby_shuf,negative,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,15,-84.89039,-5.659359,0.00348475,-10.174599,5,0,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-21.14731,-2.114731,0.12066574,-5.263909,0,5,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-73.103691,-2.924148,0.05371045,-8.676178,2,22,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,25,-73.103691,-2.924148,0.05371045,-8.676178,2,22,
gatsby_ch02,Q21,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,25,-73.103691,-2.924148,0.05371045,-8.676178,2,22,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-25.850733,-2.585073,0.07539055,-7.806685,1,7,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,18,-46.600683,-2.588927,0.07510059,-7.806685,1,7,
gatsby_ch07,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,18,-46.600683,-2.588927,0.07510059,-7.806685,1,7,
