case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,13,10,-34.682377,-3.468238,0.03117192,-9.901486,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,25,13,13,-38.180796,-2.936984,0.0530254,-9.901486,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,50,13,13,-38.180796,-2.936984,0.0530254,-9.901486,1,4,
gatsby_ch03,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,full,13,13,-38.180796,-2.936984,0.0530254,-9.901486,1,4,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,14,10,-30.968837,-3.096884,0.04518981,-5.499331,0,8,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,25,14,13,-37.472862,-2.882528,0.05599304,-5.499331,0,8,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,50,14,13,-37.472862,-2.882528,0.05599304,-5.499331,0,8,
gatsby_ch04,Q09,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,full,14,13,-37.472862,-2.882528,0.05599304,-5.499331,0,8,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,14,10,-30.802865,-3.080287,0.04594609,-11.072943,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,25,14,13,-36.784207,-2.829554,0.05903916,-11.072943,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,50,14,13,-36.784207,-2.829554,0.05903916,-11.072943,1,0,
gatsby_ch05,Q11,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,full,14,13,-36.784207,-2.829554,0.05903916,-11.072943,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,13,10,-18.986678,-1.898668,0.14976801,-8.742199,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,25,13,14,-22.348267,-1.596305,0.20264395,-8.742199,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,50,13,14,-22.348267,-1.596305,0.20264395,-8.742199,1,0,
gatsby_ch08,Q13,gatsby,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,full,13,14,-22.348267,-1.596305,0.20264395,-8.742199,1,0,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,15,10,-0.27776,-0.027776,0.97260617,-0.185766,0,4,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,25,15,13,-0.707424,-0.054417,0.94703689,-0.368685,0,11,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,50,15,13,-0.707424,-0.054417,0.94703689,-0.368685,0,11,
constitution_ch01,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,full,15,13,-0.707424,-0.054417,0.94703689,-0.368685,0,11,
constitution_ch03,Q10,constitution,positive,1800-01-01,control,meta-llama/Llama-3.1-8B,raw,10,14,10,-4.106861,-0.410686,0.66319505,-1.612297,0,3,
